x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18
-0.0123435148494471,-0.1390474965061315,-0.0140457,0.0,0.0,0.0,0.0123435270432604,0.1390474967524356,0.0140457,0.0247269825436874,0.2780895702002798,0.0281467000000001,0.0594339011264698,0.2753689699257728,0.0236711,0.1713333585548168,0.2665980278231318,0.0092894999999999,0.1676036822990514,0.0571487624829863,-0.1012273000000001,0.1638965839028746,-0.1530971156626732,-0.0145737999999999,-0.0099799289907275,0.2808101723273032,0.0326225,-0.1218793856897425,0.2895810926444067,0.0470043000000002,-0.164302800860874,0.063383750084354,-0.0131435999999998,-0.1962966239289025,-0.1600256924410683,-0.0021312999999998,0.0705058825485319,-0.145324229656748,-0.0265898999999998,0.0386781190876707,-0.5585625493999867,-0.1012797,0.01103390762477,-0.9268348083355614,-0.1625491000000001,-0.0951929175837147,-0.1327707604879303,-0.0015016999999999,-0.1356162533222768,-0.5507363296480355,0.0231634999999998,-0.179351790186027,-0.9211192283859037,-0.0022166999999999,0.0341523397148041,0.379732827055727,0.0549947999999997
-0.0053651748248437,-0.173321204087862,-0.0191404999999997,0.0,0.0,0.0,0.005365163080298,0.1733211954638366,0.0191405000000002,0.0095848393365012,0.3467456013610166,0.0372989000000001,0.0319942104440916,0.3427886963555545,0.0747705,0.0962852536845413,0.331365624285562,0.1821003000000001,0.1745072116859941,0.0934922895230719,0.0521791,0.2545181393325918,-0.1338133938169784,-0.0744065999999996,-0.0119651790028983,0.3506621709231524,-0.0001724999999996,-0.0771155760390159,0.3621255634277745,-0.1075021999999998,-0.1259058744734718,0.0760061673805946,-0.06583,-0.2136973192938822,-0.1950470972185445,-0.0476296184210528,0.0533018729557851,-0.1822378833197813,0.0530879000000004,0.0976046891319467,-0.5607082031835151,-0.0793664999999999,0.1309015231115748,-0.8995110189145824,-0.1923689999999998,-0.0638226262190549,-0.1642942878184198,-0.0913688999999999,-0.0565340390046348,-0.5657698147451048,-0.1486974999999999,-0.0105816138918826,-0.911939048822782,-0.2329330999999999,-0.0417870026632889,0.4654599976417294,0.0581019
0.0019384395194029,-0.1342451947880819,-0.0267683999999999,0.0,0.0,0.0,-0.0019384459038299,0.1342451754965946,0.0267684999999997,-0.0027152345274271,0.2684600031185113,0.0536749999999996,0.0306418478025887,0.2672664845126851,0.0605029999999997,0.1442113956546597,0.2631881492090048,0.0837352999999998,0.1793352456909048,0.0462982556830967,-0.0257387000000002,0.1976533362853822,-0.1877471574984409,-0.0405969000000001,-0.036072311375746,0.269653521254947,0.0468467999999999,-0.1496418645475196,0.2737318374578619,0.0236146999999999,-0.1752457854795782,0.0418714224768348,-0.0528444999999999,-0.2079737479820957,-0.1912888254085815,-0.0700075,0.0812688418247469,-0.1355716274167284,-0.0147338000000001,0.0777977899365894,-0.5458804065516422,0.0287052,0.089556031467938,-0.9107501558379576,-0.0123758,-0.0773919622348324,-0.1329187925379087,-0.0388030999999999,-0.018207902517926,-0.5392815897543404,-0.0607823999999999,0.0334659017048574,-0.9002132456355226,-0.0689831999999999,-0.0044629142286611,0.3680595764325349,0.0782515999999997
0.0093249249304838,-0.1717171919068508,-0.0027460999999999,0.0,0.0,0.0,-0.0093249149311517,0.1717172065513072,0.0027460999999999,-0.0197044116903769,0.343403924902313,0.0057808999999999,0.0212857522247444,0.3460476391819704,-0.0059197000000001,0.1390921900885745,0.3536348895284928,-0.0395370000000001,0.1561737922970571,0.0787872315368079,-0.0313677999999999,0.1770320166511212,-0.1884346283235759,-0.0656869999999999,-0.0606946032015216,0.3407601875972821,0.0174818000000001,-0.1785010372150298,0.3331729285426333,0.0510990000000002,-0.2025271851249736,0.063901065391236,0.0075093999999999,-0.2161214903423265,-0.1982685534115828,-0.0042181000000001,0.0992991829588951,-0.1664891151105963,-0.0316320000000001,0.0689196166347595,-0.5567043866621498,-0.1159644000000001,0.0438058728956961,-0.9048433087337268,-0.1853972000000001,-0.0806493387554523,-0.1769452698642153,0.0261396999999998,-0.0978266615694742,-0.5762665364597305,-0.0179757,-0.1120290902394451,-0.9315255263420782,-0.0541806999999998,-0.0113303989220262,0.472329371930774,0.0118610000000001
0.0010793200260139,-0.1724011085679231,0.0149016999999997,0.0,0.0,0.0,-0.001079331394828,0.1724011226822776,-0.0149015999999999,-0.0031756938478923,0.3447636954012135,-0.0301860999999998,0.0399048369210445,0.3454391377512761,-0.0270383,0.1615869556411657,0.3473364414827565,-0.0181341000000001,0.1949562747877505,0.0832201630117071,-0.0641506,0.2209091304175957,-0.1738560922559129,-0.0121421999999999,-0.0462460182680344,0.3441348708936726,-0.0333339999999999,-0.1679383453577852,0.3421909317145691,-0.0422381999999998,-0.209914393004621,0.082656467288304,-0.1102669,-0.2509831695879452,-0.1742305735817663,-0.1244201,0.0948069821769794,-0.1720706088779054,0.0152939,0.1215458147947058,-0.5610277156977407,-0.0843845999999999,0.1453254548725471,-0.908144194250586,-0.1674145999999998,-0.0926483389460084,-0.1727316126682495,0.0145094000000001,-0.0855885719075774,-0.5664138316030922,-0.0471433999999999,-0.0793767838285663,-0.9175972192170508,-0.0996350999999999,0.0017850956176923,0.4741231000484582,-0.0222506
-0.0052122254546056,-0.0499867780546598,-0.0896259999999999,0.0,0.0,0.0,0.0052122143036418,0.0499867785416833,0.0896259999999999,0.0065777022920817,0.0985850210112075,0.1801435,0.0318215421571562,0.102589098373246,0.17764975,0.1082906349260423,0.1147316372733565,0.1700912499999999,0.0993947876198634,0.044029691086692,0.0403151999999999,0.4850487060378083,0.2731716036092229,-2.6279518,-0.018666123759654,0.094580947884931,0.18263726,-0.0951352275057153,0.0824384158356943,0.19019575,-0.0699407884039079,0.0290274368204004,0.0545096499999999,-0.0449096876296933,-0.0443935522941155,-0.0648465999999999,0.0553973862146399,-0.0407943923411973,-0.0982018599999999,-0.033463101280311,-0.2071367579112129,-0.2536672,-0.1113564357304477,-0.3587086850647401,-0.3884379,-0.0658218368301534,-0.0591791635637823,-0.0810501399999999,-0.0278016723266873,-0.165373383087159,-0.29793726,0.0069172956324215,-0.2636012345551038,-0.4887018000000001,0.0090786061805539,0.1144873985978013,0.25536786
-0.0037229031593372,-0.1623044577574463,-0.0206385,0.0,0.0,0.0,0.0036989554246338,0.1620135817632886,0.0206384000000001,0.0059759951869109,0.3236387410778008,0.0413019999999999,0.0467686447081408,0.3232699639873528,0.038866,0.1609466733415611,0.3223449760591461,0.0320732000000001,0.1610181554021717,0.1048663684692593,-0.0923435999999999,0.1646570907333744,-0.1383989480959308,-0.0912960000000002,-0.0348167353387182,0.3240075189903286,0.0437378999999999,-0.1489947629391903,0.3249324789005991,0.0505306999999999,-0.2010987661262858,0.0829385928717828,0.0080225,-0.2414715474006747,-0.1560807199190033,0.0049776999999999,0.0883281736167685,-0.1636576348234294,-0.0280317999999999,0.0801224210789732,-0.5268442296081498,-0.1315520000000001,0.0731528442415386,-0.8514405571750532,-0.2183432999999999,-0.0957723438166989,-0.1607142565326069,-0.0132451000000002,-0.0715178494151035,-0.5370231861229113,-0.0347872000000002,-0.0489879265945657,-0.8669553372976565,-0.0351373999999999,0.0068888626849219,0.4443628510028398,0.0626916999999998
0.053572430728661,-0.1312594205943982,-0.0170783999999999,0.0,0.0,0.0,-0.0536122587792219,0.1321612201948623,0.0170785000000002,-0.108637721281373,0.2655778476163453,0.0337129000000002,-0.0768767168794821,0.2770025965826773,0.0456028000000001,0.0203697479789859,0.3119056351123743,0.0816357,0.162599877028217,0.1614337291061481,-0.0311397999999996,0.1573668058160401,0.017684371408513,0.1557515,-0.1404428592594468,0.2541295905956326,0.0218227000000004,-0.2376452972372047,0.2192500709539179,-0.0142101999999999,-0.2096572795002821,-0.0086266886376798,-0.0930177999999997,-0.2997516590941058,-0.1854049054945083,0.0228412000000002,0.1244962734193527,-0.1053443503767925,-0.0007354999999997,0.2549890263936032,-0.4985290665612819,-0.1716381999999998,0.3712029826819488,-0.8494195645754858,-0.3179597999999997,-0.0173768002000362,-0.1576378685323465,-0.0334211999999998,0.0857122591590468,-0.5286428648216925,0.1871598000000003,0.1755508112668532,-0.8577413237407353,0.3892195000000003,-0.1649535096752943,0.3536624899541157,0.0619240000000003
0.0057781295673646,-0.1646601408928636,-0.003587,0.0,0.0,0.0,-0.0057566029148897,0.1649221825618642,0.003587,-0.0134465847473143,0.3301143187921475,0.0070556999999999,0.0276934728005046,0.3320762041637448,0.0087809,0.1417335015812165,0.3374542151690387,0.0135871999999999,0.2250092838035641,0.1440419293135072,-0.1304684000000002,0.3165074167024572,-0.0760608306572309,-0.1611082999999999,-0.0545866742166014,0.3281524951632306,0.0053304999999999,-0.1686267092001018,0.3227744902891912,0.0005242,-0.1765070972741526,0.0693793870218351,-0.0142997,-0.1950399272467897,-0.1639425868137307,0.0529745999999997,0.0992145064704233,-0.1611811198165968,-0.0066543000000001,0.0872370677636298,-0.5358037185652381,-0.107987,0.0768136581667451,-0.8695142274407428,-0.1945206000000001,-0.0876596829947646,-0.1683526604580077,-0.0005198000000001,-0.1701866890458823,-0.543372687816563,-0.0253805000000002,-0.2461703399685224,-0.8563866346911838,-0.1532330000000001,-0.0360162110092803,0.4507583415808249,0.0224650999999997
0.0037775297753499,-0.1372856351879919,-0.0176433999999998,0.0,0.0,0.0,-0.0037775284378548,0.137285658830174,0.0176435000000001,-0.0066978257363071,0.2745984866650282,0.0351460000000001,0.0277888628336343,0.2754825049877215,0.0340173000000003,0.1420774828684666,0.2784243434716093,0.0302833000000002,0.1624682382342711,0.0457305105024004,-0.0434231999999998,0.1791035877721992,-0.1892963632291092,-0.0280584999999997,-0.0411845085607135,0.2737144458053099,0.0362749,-0.1554731351951317,0.270772573810453,0.0400089999999999,-0.1831809717084731,0.0365591060810837,-0.0262875999999998,-0.1980952970949611,-0.198656314820528,-0.0106492,0.0850355448671602,-0.1345345101849464,-0.0215379999999996,0.0909538496291878,-0.5443686849957469,-0.1054396999999998,0.0961919023311136,-0.910230277755189,-0.1605646999999996,-0.077480490195018,-0.1400367807375341,-0.0137488999999999,-0.0484225720947098,-0.5525444559456798,-0.0734496999999998,-0.023637950667452,-0.9158238549652348,-0.1442503999999997,-0.0013210997567504,0.3761493794736997,0.0546373
